,character,structure,segment,number,
U+0540C,同,5,凡口,會意,
U+0540D,名,1,夕口,會意,
U+0540E,后,,后,象形,
U+05410,吐,0,口土,土聲,
U+05411,向,5,宀口,會意,
U+05412,吒,0,口乇,乇聲,
U+0541A,吚,0,口伊,伊省聲,
U+0541B,君,8,尹口,尹聲,
U+0541D,吝,1,文口,文聲,
U+0541E,吞,1,天口,天聲,
U+0541F,吟,0,口今,今聲,
U+05420,吠,0,口犬,會意,
U+05426,否,1,不口,不聲,
U+05426,否,1,不口,不聲,
U+05429,吩,0,口分,分聲,
U+0542A,吪,0,口化,化聲,
U+0542B,含,1,今口,今聲,
U+0542C,听,0,口斤,斤聲,
U+0542D,吭,0,口亢,亢聲,
U+0542E,吮,0,口允,允聲,
U+0542F,启,8,戸口,會意,
U+05433,吳,A,夨口,會意,
U+05436,吶,0,口內,內聲,
U+05437,吷,0,口夬,夬聲,
U+05438,吸,0,口及,及聲,
U+05439,吹,0,口欠,會意,
U+05439,吹,0,口欠,會意,
U+0543A,吺,0,口殳,殳聲,
U+0543B,吻,0,口勿,勿聲,
U+0543C,吼,0,口孔,孔聲,
U+0543D,吽,0,口牛,會意,
U+0543E,吾,1,五口,五聲,
U+0543F,吿,1,牛口,會意,
U+05440,呀,0,口牙,牙聲,
U+05442,呂,,呂,象形,
U+05448,呈,1,口𡈼,𡈼聲,
U+0544E,呎,0,口尺,国字,
U+0544F,呏,0,口升,国字,
U+0545D,呝,0,口戹,戹聲,
U+0545F,呟,0,口玄,玄聲,
U+05466,呦,0,口幼,幼聲,
U+05467,呧,0,口氐,氐聲,
U+05468,周,5,用口,會意,
U+0546A,呪,0,口祝,祝聲,
U+0546C,呬,0,口四,四聲,
U+0546D,呭,0,口世,世聲,
U+05470,呰,1,此口,此聲,
U+05471,呱,0,口瓜,瓜聲,
U+05473,味,0,口未,未聲,
U+05475,呵,0,口可,可聲,
U+05476,呶,0,口奴,奴聲,
U+05477,呷,0,口甲,甲聲,
U+0547B,呻,0,口申,申聲,
U+0547C,呼,0,口乎,乎聲,
U+0547D,命,9,口令,會意,
U+05480,咀,0,口且,且聲,
U+05484,咄,0,口出,出聲,
U+05486,咆,0,口包,包聲,
U+05488,咈,0,口弗,弗聲,
U+0548A,咊,0,口禾,禾聲,
U+0548B,咋,0,口乍,乍聲,
U+0548D,咍,0,口台,？,
U+0548E,咎,A,各人,會意,
U+0548F,咏,0,口永,永聲,
U+05490,咐,0,口付,付聲,
U+05491,咑,0,口打,打聲,
U+0549C,咜,0,口它,它聲,
U+054A0,咠,1,口耳,耳聲,
U+054A4,咤,0,口宅,宅聲,
U+054A5,咥,0,口至,至聲,
U+054A6,咦,0,口夷,夷聲,
U+054A8,咨,1,次口,次聲,
U+054AB,咫,A,尺只,只聲,
U+054AC,咬,0,口交,交聲,
U+054AE,咮,0,口朱,朱聲,
U+054AF,咯,0,口各,各聲,
U+054B3,咳,0,口亥,亥聲,
U+054B7,咷,0,口兆,兆聲,
U+054B8,咸,5,戌口,會意,
U+054BA,咺,0,口亘,亘聲,
U+054BC,咼,5,冎口,冎聲,
U+054BD,咽,0,口因,因聲,
U+054BE,咾,0,口老,老聲,
U+054C0,哀,4,衣口,衣聲,
U+054C1,品,1,口0,口口,
U+054C2,哂,0,口西,西聲,
U+054C4,哄,0,口共,共聲,
U+054C6,哆,0,口多,多聲,
U+054C7,哇,0,口圭,圭聲,
U+054C8,哈,0,口合,合聲,
U+054D8,哘,0,口行,行聲,
U+054E2,哢,0,口弄,弄聲,
U+054E4,哤,0,口尨,尨聲,
U+054E5,哥,1,可可,可聲,
U+054E6,哦,0,口我,我聲,
U+054E8,哨,0,口肖,肖聲,
U+054E9,哩,0,口里,里聲,
U+054ED,哭,1,吅獄,獄省聲,
U+054EE,哮,0,口孝,孝聲,
U+054EF,哯,0,口見,見聲,
U+054FA,哺,0,口甫,甫聲,
U+054FF,哿,1,加可,加聲,
U+05501,唁,0,口言,言聲,
U+05504,唄,0,口貝,貝聲,
U+05506,唆,0,口夋,夋聲,
U+05507,唇,8,辰口,辰聲,
U+05509,唉,0,口矣,矣聲,
U+0550A,唊,0,口夾,夾聲,
U+0550C,唌,0,口延,延聲,
U+0550F,唏,0,口希,希聲,
U+05510,唐,8,庚口,庚聲,
U+05514,唔,0,口吾,吾聲,
U+0552A,唪,0,口奉,奉聲,
U+0552B,唫,0,口金,金聲,
U+0552C,唬,0,口虎,虎聲,
U+0552E,售,1,隹口,會意？,
U+0552F,唯,0,口隹,隹聲,
U+05531,唱,0,口昌,昌聲,
U+05533,唳,0,口戻,戾聲,
U+05534,唴,0,口羌,羌聲,
U+05536,唶,0,口昔,昔聲,
U+05538,唸,0,口念,念聲,
U+05539,唹,0,口於,於聲,
U+05540,啀,0,口厓,厓聲,
U+05541,啁,0,口周,周聲,
U+05544,啄,0,口豖,豖聲,
U+05545,啅,0,口卓,卓聲,
U+05546,商,1,章㕯,章省聲,
U+0554C,啌,0,口空,空聲,
U+0554E,啎,0,午吾,吾聲,
U+0554F,問,5,門口,門聲,
U+05550,啐,0,口卒,卒聲,
U+05556,啖,0,口炎,炎聲,
U+05557,啗,0,口臽,臽聲,
U+05559,啙,1,此吅,此亦聲,
U+0555A,啚,1,口㐭,會意,
U+0555C,啜,0,口叕,叕聲,
U+0555D,啝,0,口和,和聲,
U+0555E,啞,0,口亞,亞聲,
U+0555F,啟,0,启攵,启聲,
U+05563,啣,0,口卸,卸聲,
U+0557A,啺,0,口昜,昜聲,
U+0557B,啻,1,帝口,帝聲,
U+0557C,啼,0,口帝,帝聲,
U+0557E,啾,0,口秋,秋聲,
U+05580,喀,0,口客,客聲,
U+05581,喁,0,口禺,禺聲,
U+05583,喃,0,口南,南聲,
U+05585,喅,0,口昱,昱聲,
U+05587,喇,0,口剌,剌聲,
U+05588,喈,0,口皆,皆聲,
U+0558A,喊,0,口咸,咸聲,
U+0558B,喋,0,口枼,枼聲,
U+0558C,喌,1,吅州,州聲,
U+05591,喑,0,口音,音聲,
U+05594,喔,0,口屋,屋聲,
U+05597,喗,0,口軍,軍聲,
U+05598,喘,0,口耑,耑聲,
U+05599,喙,0,口彖,彖聲,
U+0559A,喚,0,口奐,奐聲,
U+0559C,喜,1,壴口,壴聲,
U+0559D,喝,0,口曷,曷聲,
U+0559E,喞,0,口即,即聲,
U+055A6,喦,1,品山,品聲,
U+055A7,喧,0,口宣,宣聲,
U+055A8,喨,0,口亮,亮聲,
U+055A9,喩,0,口兪,兪聲,
U+055AB,喫,0,口契,契聲,
U+055AC,喬,1,夭高,高聲,
U+055AE,單,,單,闕,
U+055B0,喰,0,口食,會意,
U+055BF,喿,1,品木,會意,
U+055C0,嗀,9,𣪊口,𣪊聲,
U+055C1,嗁,0,口虒,虒聲,
U+055C2,嗂,0,口䍃,䍃聲,
U+055C3,嗃,0,口高,高聲,
U+055C4,嗄,0,口夏,夏聲,
U+055C5,嗅,0,口臭,臭聲,
U+055C7,嗇,1,來㐭,會意,
U+055CC,嗌,0,口益,益聲,
U+055D1,嗑,0,口盍,盍聲,
U+055D4,嗔,0,口眞,眞聲,
U+055D9,嗙,0,口旁,旁聲,
U+055DA,嗚,0,口烏,烏聲,
U+055DB,嗛,0,口兼,兼聲,
U+055DC,嗜,0,口耆,耆聲,
U+055DE,嗞,0,口茲,茲聲,
U+055DF,嗟,0,口差,差聲,
U+055E2,嗢,0,口𥁕,𥁕聲,
U+055E3,嗣,0,1,口冊司,
U+055E4,嗤,0,口蚩,蚩聲,
U+055E5,嗥,0,口皋,皋聲,
U+055F7,嗷,0,口敖,敖聲,
U+055F8,嗸,1,敖口,敖聲,
U+055F9,嗹,0,口連,連聲,
U+055FB,嗻,0,口庶,庶聲,
U+055FD,嗽,0,口欶,欶聲,
U+055FE,嗾,0,口族,族聲,
U+055FF,嗿,0,口貪,貪聲,
U+05602,嘂,4,㗊丩,丩聲,
U+05605,嘅,0,口既,旣聲,
U+05609,嘉,1,壴加,加聲,
U+0560F,嘏,0,古叚,叚聲,
U+05610,嘐,0,口翏,翏聲,
U+05611,嘑,0,口虖,虖聲,
U+05612,嘒,0,口彗,彗聲,
U+05614,嘔,0,口區,區聲,
U+05616,嘖,0,口責,責聲,
U+05617,嘗,1,尚旨,尚聲,
U+05618,嘘,0,口虚,虚聲,
U+0561B,嘛,0,口麻,麻聲,
U+0562B,嘫,0,口然,然聲,
U+0562E,嘮,0,口勞,勞聲,
U+0562F,嘯,0,口肅,肅聲,
U+05630,嘰,0,口幾,幾聲,
U+05632,嘲,0,口朝,朝聲,
U+05634,嘴,0,口觜,觜聲,
U+05635,嘵,0,口堯,堯聲,
U+05636,嘶,0,口斯,斯聲,
U+05638,嘸,0,口無,無聲,
U+0563C,嘼,,嘼,象形,
U+0563D,嘽,0,口單,單聲,
U+05642,噂,0,口尊,尊聲,
U+05646,噆,0,口朁,朁聲,
U+05648,噈,0,口就,就亦聲,
U+0564A,噊,0,口矞,矞聲,
U+0564C,噌,0,口曾,曾聲,
U+0564D,噍,0,口焦,焦聲,
U+0564E,噎,0,口壹,壹聲,
U+0565B,噛,0,口齒,齒聲,
U+0565E,噞,0,口僉,僉聲,
U+05663,噣,0,口蜀,蜀聲,
U+05664,噤,0,口禁,禁聲,
U+05666,噦,0,口歲,歲聲,
U+05668,器,4,㗊犬,會意,
U+0566B,噫,0,口意,意聲,
U+0566C,噬,0,口筮,筮聲,
U+0566D,噭,0,口敫,敫聲,
U+05671,噱,0,口豦,豦聲,
U+05672,噲,0,口會,會聲,
U+05673,噳,0,口虞,虞聲,
U+05674,噴,0,口賁,賁聲,
U+05678,噸,0,口頓,国字,
U+0567A,噺,0,口新,国字,
U+05680,嚀,0,口寧,寧聲,
U+05686,嚆,0,口蒿,蒿聲,
U+05687,嚇,0,口赫,赫聲,
U+0568A,嚊,0,口鼻,鼻聲,
U+05694,嚔,0,口𤴡,𤴡聲,
U+05696,嚖,0,口慧,慧聲,
U+05698,嚘,0,口憂,憂聲,
U+0569A,嚚,4,㗊臣,臣聲,
U+0569B,嚛,0,口樂,樂聲,
U+056A0,嚠,0,口劉,劉聲,
U+056A2,嚢,1,東襄,襄聲,
U+056A5,嚥,0,口燕,燕聲,
U+056A8,嚨,0,口龍,龍聲,
U+056AD,嚭,0,喜否,否聲,
U+056AE,嚮,1,鄕向,鄕聲,
U+056B3,嚳,1,學告,學省聲,
U+056B5,嚵,0,口毚,毚聲,
U+056B6,嚶,0,口嬰,嬰聲,
U+056BC,嚼,0,口爵,爵聲,
U+056C0,囀,0,口轉,轉聲,
U+056C1,囁,0,口聶,聶聲,
U+056C2,囂,4,㗊頁,會意,
U+056C3,囃,0,口雜,雜聲,
U+056C6,囆,0,口蠆,蠆聲,
U+056C8,囈,0,口藝,藝聲,
U+056CA,囊,1,㯻𤕦,𤕦聲,
U+056CE,囎,0,口贈,贈聲,
U+056D1,囑,0,口屬,屬聲,
U+056D7,囗,,囗,象形,
U+056D8,囘,,囘,象形,
U+056DA,囚,4,囗人,會意,
U+056DB,四,,四,象形,
U+056E0,因,4,囗大,會意,
U+056E6,囦,4,囗水,會意,
U+056E7,囧,,囧,象形,
U+056E9,囩,4,囗云,云聲,
U+056EA,囪,,囪,象形,
U+056EE,囮,4,囗化,化聲,
U+056F0,困,4,囗木,會意,
U+056F1,囱,,囱,象形,
U+056F7,囷,4,囗禾,,
U+056F9,囹,4,囗令,令聲,
U+056FA,固,4,囗古,會意,
U+056FF,囿,4,囗有,有聲,
U+05702,圂,4,囗豕,會意,
U+05703,圃,4,囗甫,甫聲,
U+05704,圄,4,囗吾,吾聲,
U+05705,圅,,圅,象形,
U+05708,圈,4,囗卷,卷聲,
U+05709,圉,4,囗㚔,會意,
U+0570B,國,4,囗或,或聲,
U+0570D,圍,4,囗韋,韋聲,
U+05712,園,4,囗袁,袁聲,
U+05713,圓,4,囗員,員聲,
U+05715,圕,4,囗書,會意,
U+05716,圖,4,囗啚,會意,
U+05718,團,4,囗專,專聲,
U+0571B,圛,4,囗睪,睪聲,
U+0571C,圜,4,囗睘,睘聲,
U+0571F,土,,土,象形,
U+05723,圣,1,又土,會意,
U+05724,圤,0,土卜,卜聲,
U+05726,圦,0,土入,国字,
U+05728,在,8,才土,才聲,
U+0572D,圭,,圭,象形,
U+0572E,圮,0,土己,己聲,
U+0572F,圯,0,土巳,巳聲,
U+05730,地,0,土也,也聲,
U+05737,圷,0,土下,国字,
U+05738,圸,0,土山,国字,
U+0573B,圻,0,土斤,斤聲,
U+0573C,圼,,圼,象形,
U+05740,址,0,土止,止聲,
U+05741,坁,0,土氏,氏聲,
U+05744,坄,0,土役,役省聲,
U+05747,均,0,土勻,勻聲,
U+0574A,坊,0,土方,方聲,
U+0574B,坋,0,土分,分聲,
U+0574E,坎,0,土欠,欠聲,
U+0574F,坏,0,土不,不聲,
U+05750,坐,1,从土,會意,
U+05751,坑,0,土亢,亢聲,
U+05752,坒,1,比土,比聲,
U+05761,坡,0,土皮,皮聲,
U+05764,坤,0,土申,申聲,
U+05765,坥,0,土且,且聲,
U+05766,坦,0,土旦,旦聲,
U+05769,坩,0,土甘,甘聲,
U+0576A,坪,0,土平,平亦聲,
U+0576B,坫,0,土占,占聲,
U+05771,坱,0,土央,央聲,
U+05773,坳,0,土幼,幼聲,
U+05774,坴,1,圥土,圥聲,
U+05776,坶,0,土母,母聲,
U+05777,坷,0,土可,可聲,
U+0577A,坺,0,土犮,犮聲,
U+0577B,坻,0,土氐,氐聲,
U+0577F,坿,0,土付,付聲,
U+05788,垈,1,代土,国字,
U+05789,垉,0,土包,包聲,
U+0578B,型,1,刑土,刑聲,
U+0578D,垍,0,土自,自聲,
U+0578E,垎,0,土各,各聲,
U+05790,垐,1,次土,次聲,
U+05791,垑,0,土多,多聲,
U+05792,垒,1,厽土,厽亦聲,
U+05793,垓,0,土亥,亥聲,
U+05795,垕,1,后土,后聲,
U+05797,垗,0,土兆,兆聲,
U+05799,垙,0,土光,,
U+0579A,垚,1,土0,土土,
U+0579B,垛,0,土朵,朵聲,
U+0579D,垝,0,土危,危聲,
U+057A2,垢,0,土后,后聲,
U+057A3,垣,0,土亘,亘聲,
U+057A4,垤,0,土至,至聲,
U+057AA,垪,0,土并,并聲,
U+057B0,垰,0,土𠧗,国字,
U+057B3,垳,0,土行,国字,
U+057B7,垷,0,土見,見聲,
U+057B8,垸,0,土完,完聲,
U+057BD,垽,1,沂土,沂聲,
U+057C3,埃,0,土矣,矣聲,
U+057C5,埅,1,防土,防聲,
U+057C6,埆,0,土角,角聲,
U+057CD,埍,0,土肙,肙聲,
U+057CE,城,0,土成,成亦聲,
U+057CF,埏,0,土延,延聲,
U+057D2,埒,0,土寽,寽聲,
U+057D4,埔,0,土甫,甫聲,
U+057D6,埖,0,土花,国字,
U+057DF,域,0,土或,或聲,
U+057E0,埠,0,土阜,阜聲,
U+057E3,埣,0,土卒,卒聲,
U+057E4,埤,0,土卑,卑聲,
U+057E9,埩,0,土爭,爭聲,
U+057F1,埱,0,土叔,叔聲,
U+057F4,埴,0,土直,直聲,
U+057F8,埸,0,土易,易聲,
U+057FA,基,1,其土,其聲,
U+057FC,埼,0,土奇,奇聲,
U+057FD,埽,0,土帚,會意,
U+05802,堂,1,尚土,尚聲,
U+05805,堅,1,臤土,臤聲,
U+05806,堆,0,土隹,隹聲,
U+0580A,堊,1,亞土,亞聲,
U+0580B,堋,0,土朋,朋聲,
U+0581B,堛,0,土畐,畐聲,
U+0581D,堝,0,土咼,咼聲,
U+05821,堡,1,保土,保聲,
U+05823,堣,0,土禺,禺聲,
U+05824,堤,0,土是,是聲,
U+05828,堨,0,土曷,曷聲,
U+0582A,堪,0,土甚,甚聲,
U+0582B,堫,0,土㚇,㚇聲,
U+0582F,堯,1,垚兀,會意,
U+05830,堰,0,土匽,匽聲,
U+05834,場,0,土昜,昜聲,
U+05835,堵,0,土者,者聲,
U+0583A,堺,0,土界,界聲,
U+0583D,堽,0,土1,网正,
U+05840,塀,0,土屛,屛聲,
U+0584A,塊,0,土鬼,鬼聲,
U+0584B,塋,1,營土,營聲,
U+0584D,塍,8,朕土,朕聲,
U+0584F,塏,0,土豈,豈聲,
U+05851,塑,1,朔土,朔聲,
U+05852,塒,0,土時,時聲,
U+05853,塓,0,土冥,冥聲,
U+05854,塔,0,土荅,荅聲,
U+05857,塗,1,涂土,涂聲,
U+05858,塘,0,土唐,唐聲,
U+05859,塙,0,土高,高聲,
U+0585A,塚,0,土冢,冢聲,
U+05861,塡,0,土眞,眞聲,
U+05862,塢,0,土烏,烏聲,
U+05870,塰,1,海土,国字,
U+05879,塹,1,斬土,斬聲,
U+0587A,塺,8,麻土,麻聲,
U+0587F,塿,0,土婁,婁聲,
U+05880,墀,0,土犀,犀聲,
U+05883,境,0,土竟,竟聲,
U+05885,墅,1,野土,野聲,
U+05887,墇,0,土章,章聲,
U+05889,墉,0,土庸,庸聲,
U+0588A,墊,1,執土,執聲,
U+05893,墓,1,莫土,莫聲,
U+0589C,墜,1,隊土,隊聲,
U+0589E,增,0,土曾,曾聲,
U+0589F,墟,0,土虚,虚聲,
U+058A0,墠,0,土單,單聲,
U+058A3,墣,0,土菐,菐聲,
U+058A8,墨,1,黒土,會意,
U+058AB,墫,0,土尊,尊聲,
U+058AC,墬,1,0,阝彖土,
U+058AE,墮,1,隋土,隋聲,
U+058B3,墳,0,土賁,賁聲,
U+058B8,墸,0,土著,国字,
U+058B9,墹,0,土間,国字,
U+058BA,墺,0,土奧,奧聲,
U+058BC,墼,1,毄土,毄聲,
U+058BD,墽,0,土敫,敫聲,
U+058BE,墾,1,貇土,貇聲,
U+058C1,壁,1,辟土,辟聲,
U+058C7,壇,0,土亶,亶聲,
U+058CE,壎,0,土熏,熏聲,
U+058D0,壐,1,爾土,爾聲,
U+058D1,壑,1,㕡土,㕡聲,
U+058D2,壒,0,土蓋,蓋聲,
U+058D3,壓,8,厭土,厭聲,
U+058D5,壕,0,土豪,豪聲,
U+058D7,壗,0,土盡,国字,
U+058D8,壘,1,畾土,畾聲,
U+058D9,壙,0,土廣,廣聲,
U+058DA,壚,0,土盧,盧聲,
U+058DB,壛,0,土閻,閻聲,
U+058DC,壜,0,土曇,曇聲,
U+058DE,壞,0,土褱,褱聲,
U+058DF,壟,1,龍土,龍聲,
U+058E4,壤,0,土襄,襄聲,
U+058EB,士,,士,象形,
U+058EC,壬,,壬,象形,
U+058EF,壯,0,爿士,爿聲,
U+058F9,壹,,壹,象形,
U+058FA,壺,,壺,象形,
U+058FB,壻,0,士胥,胥聲,
U+058FC,壼,,壼,象形,
U+058FF,壿,0,士尊,尊聲,
U+05902,夂,,夂,象形,
U+05903,夃,5,乃夂,,
U+05905,夅,1,夂㐄,會意,
U+05906,夆,1,夂丰,丰聲,
U+0590A,夊,,夊,象形,
U+0590B,夋,1,允夊,允聲,
U+0590C,夌,1,圥夊,會意,
U+0590E,夎,1,坐夊,坐聲,
U+05912,夒,1,8,9,
U+05913,夓,3,4,𦥑𩑋夊,
U+05914,夔,,夔,象形,
U+05915,夕,,夕,象形,
U+05916,外,0,夕卜,會意,
U+05917,夗,0,夕㔾,會意,
U+0591A,多,1,夕夕,會意,
U+0591C,夜,8,亦夕,亦省聲,
U+0591D,夝,0,夕生,生聲,
U+05922,夢,1,瞢夕,瞢省聲,
U+05924,夤,1,夕寅,寅聲,
U+05925,夥,0,果多,果聲,
U+05927,大,,大,象形,
U+05928,夨,,夨,象形,
U+05929,天,,天,象形,
U+0592B,夫,,夫,象形,
U+0592D,夭,,夭,象形,
U+0592E,央,B,冂大,會意,
U+05930,夰,1,大八,會意,
U+05931,失,1,手乙,手聲,
U+05932,夲,1,大十,會意,
U+05936,夶,0,大大,會意,
U+05937,夷,,夷,象形,
U+05938,夸,1,大亏,亏聲,
U+0593D,夽,1,大云,云聲,
U+0593E,夾,B,大从,會意,
U+05943,奃,1,大氐,氐聲,
U+05947,奇,1,大可,可聲,
U+0594A,奊,A,夨圭,圭聲,
U+0594E,奎,1,大圭,圭聲,
U+0594F,奏,3,屮𠬞夲,會意,
U+05950,奐,1,免廾,會意,
U+05951,契,1,㓞大,㓞聲,
U+05953,奓,1,大多,會意,
U+05954,奔,1,夭歮,歮聲,
U+05955,奕,1,亦大,亦聲,
U+05957,套,1,大長,會意,
U+05958,奘,1,壮大,壮聲,
U+0595A,奚,,奚,象形,
U+0595E,奞,1,大隹,會意,
U+05960,奠,1,酋丌,會意,
U+05961,奡,1,𦣻夰,夰亦聲,
U+05962,奢,1,大者,者聲,
U+05967,奧,3,宀釆廾,釆聲,
U+0596A,奪,1,奞又,會意,
U+0596C,奬,1,將大,將聲,
U+0596D,奭,B,大皕,皕亦聲,
U+0596E,奮,1,奞田,會意,
U+0596F,奯,1,大歲,歲聲,
U+05972,奲,0,奢單,單聲,
U+05973,女,,女,象形,
U+05974,奴,0,女又,女聲,
U+05978,奸,0,女干,干聲,
U+0597B,奻,0,女女,會意,
U+0597C,奼,0,女乇,乇聲,
U+0597D,好,0,女子,會意,
U+0597F,奿,A,丸女,闕,
U+05980,妀,0,己女,己聲,
U+05981,妁,0,女勺,勺聲,
U+05982,如,0,女口,女聲,
U+05983,妃,0,女己,己聲,
U+0598A,妊,0,女壬,壬亦聲,
U+0598B,妋,0,女夫,夫聲,
U+0598C,妌,0,女井,井聲,
U+0598E,妎,0,女介,介聲,
U+05993,妓,0,女支,支聲,
U+05996,妖,0,女夭,夭聲,
U+05997,妗,0,女今,今聲,
U+05998,妘,0,女云,云聲,
U+05999,妙,0,女少,少聲,
U+0599B,妛,,妛,国字,
U+0599C,妜,0,女夬,夬聲,
U+0599F,妟,1,日女,會意,
U+059A3,妣,0,女比,比聲,
U+059A5,妥,1,爪女,會意,
U+059A8,妨,0,女方,方聲,
U+059AC,妬,0,女石,石聲,
U+059AD,妭,0,女犮,犮聲,
U+059AF,妯,0,女由,由聲,
U+059B2,妲,0,女旦,旦聲,
U+059B4,妴,1,夗女,夗聲,
U+059B5,妵,0,女主,主聲,
U+059B8,妸,0,女可,可聲,
U+059B9,妹,0,女未,未聲,
U+059BB,妻,1,B,屮又女,
U+059BE,妾,1,䇂女,會意,
U+059BF,妿,1,加女,加聲,
U+059C1,姁,0,女句,句聲,
U+059C2,姂,0,女乏,乏聲,
U+059C5,姅,0,女半,半聲,
U+059C6,姆,0,女母,母聲,
U+059CB,始,0,女台,台聲,
U+059CD,姍,0,女冊,刪省聲,
U+059CE,姎,0,女央,央聲,
U+059D0,姐,0,女且,且聲,
U+059D1,姑,0,女古,古聲,
U+059D3,姓,0,女生,生亦聲,
U+059D4,委,1,禾女,禾聲,
U+059D5,姕,1,此女,此聲,
U+059DA,姚,0,女兆,兆聲,
U+059DC,姜,1,女羊,羊聲,
U+059DD,姝,0,女朱,朱聲,
U+059DE,姞,0,女吉,吉聲,
U+059E3,姣,0,女交,交聲,
U+059E4,姤,0,女后,后聲,
U+059E5,姥,0,女老,會意,
U+059E6,姦,1,女奻,會意,
U+059E8,姨,0,女夷,夷聲,
U+059EA,姪,0,女至,至聲,
U+059EB,姫,0,女臣,臣聲,
U+059EC,姬,0,女𦣝,𦣝聲,
U+059F0,姰,0,女旬,旬聲,
U+059F6,姶,0,女合,合聲,
U+059F7,姷,0,女有,有聲,
U+059F8,姸,0,女幵,幵聲,
U+059FA,姺,0,女先,先聲,
U+059FB,姻,0,女因,因亦聲,
U+059FC,姼,0,女多,多聲,
U+059FD,姽,0,女危,危聲,
U+059FF,姿,1,次女,次聲,
U+05A01,威,5,戌女,會意,
U+05A03,娃,0,女圭,圭聲,
U+05A09,娉,0,女甹,甹聲,
U+05A0B,娋,0,女肖,肖聲,
U+05A0E,娎,1,折女,折聲,
U+05A11,娑,1,沙女,沙聲,
U+05A12,娒,0,女每,每聲,
U+05A13,娓,0,女尾,尾聲,
U+05A15,娕,0,女束,束聲,
U+05A17,娗,0,女廷,廷聲,
U+05A18,娘,0,女良,良聲,
U+05A19,娙,0,女巠,巠聲,
U+05A1A,娚,0,女男,国字,
U+05A1B,娛,0,女吳,吳聲,
U+05A1C,娜,0,女那,那聲,
U+05A1D,娝,0,女否,否聲,
U+05A1F,娟,0,女肙,肙聲,
U+05A20,娠,0,女辰,辰聲,
U+05A23,娣,0,女弟,弟聲,
U+05A25,娥,0,女我,我聲,
U+05A27,娧,0,女兌,兌聲,
U+05A29,娩,0,女免,免聲,
U+05A2D,娭,0,女矣,矣聲,
U+05A2F,娯,0,女呉,呉聲,
U+05A35,娵,0,女取,取聲,
U+05A36,娶,1,取女,取聲,
U+05A37,娷,0,女垂,垂聲,
U+05A38,娸,0,女其,其聲,
U+05A39,娹,0,女弦,弦聲,
U+05A3A,娺,0,女叕,叕聲,
U+05A3C,娼,0,女昌,昌聲,
U+05A3D,娽,0,女彔,彔聲,
U+05A3F,娿,1,阿女,阿聲,
U+05A40,婀,0,女阿,阿聲,
U+05A41,婁,3,母中女,會意,
U+05A46,婆,1,波女,波聲,
U+05A47,婇,0,女采,国字,
U+05A49,婉,0,女宛,宛聲,
U+05A4E,婎,0,女隹,隹聲,
U+05A4F,婏,0,女兔,會意,
U+05A50,婐,0,女果,果聲,
U+05A53,婓,1,非女,非聲,
U+05A55,婕,0,女疌,疌聲,
U+05A57,婗,0,女兒,兒聲,
U+05A5A,婚,0,女昏,昏亦聲,
U+05A5C,婜,1,臤女,臤聲,
U+05A5E,婞,0,女幸,幸聲,
U+05A5F,婟,0,女固,固聲,
U+05A60,婠,0,女官,官聲,
U+05A62,婢,0,女卑,卑亦聲,
U+05A63,婣,0,女𣶒,𣶒聲,
U+05A64,婤,0,女周,周聲,
U+05A65,婥,0,女卓,卓聲,
U+05A66,婦,0,女帚,帚聲,
U+05A67,婧,0,女靑,靑聲,
U+05A6A,婪,1,林女,林聲,
U+05A6C,婬,0,女㸒,㸒聲,
U+05A72,婲,0,女花,国字,
U+05A7A,婺,1,敄女,敄聲,
U+05A7C,婼,0,女若,若聲,
U+05A7E,婾,0,女兪,兪聲,
U+05A81,媁,0,女韋,韋聲,
U+05A84,媄,0,女美,美聲,
U+05A85,媅,0,女甚,甚聲,
U+05A86,媆,0,女耎,耎聲,
U+05A8C,媌,0,女苗,苗聲,
U+05A90,媐,1,巸女,女聲,
U+05A92,媒,0,女某,某聲,
U+05A95,媕,0,女弇,弇聲,
U+05A9B,媛,0,女爰,爰聲,
U+05A9E,媞,0,女是,是聲,
U+05A9F,媟,0,女枼,枼聲,
U+05AA0,媠,0,女隋,隋聲,
U+05AA2,媢,0,女冒,冒聲,
U+05AA3,媣,0,女染,染聲,
U+05AA5,媥,0,女扁,扁聲,
U+05AA7,媧,0,女咼,咼聲,
U+05AB0,媰,0,女芻,芻聲,
U+05AB1,媱,0,女䍃,䍃聲,
U+05AB2,媲,0,女𣬉,𣬉聲,
U+05ABB,媻,1,般女,般聲,
U+05ABC,媼,0,女𥁕,𥁕聲,
U+05ABD,媽,0,女馬,馬聲,
U+05ABE,媾,0,女冓,冓聲,
U+05ABF,媿,0,女鬼,鬼聲,
U+05AC1,嫁,0,女家,家聲,
U+05AC4,嫄,0,女原,原聲,
U+05AC7,嫇,0,女冥,冥聲,
U+05AC8,嫈,1,熒女,熒省聲,
U+05AC9,嫉,0,女疾,疾聲,
U+05ACB,嫋,0,女弱,弱聲,
U+05ACC,嫌,0,女兼,兼聲,
U+05AD0,嫐,4,奻男,會意,
U+05AD7,嫗,0,女區,區聲,
U+05AD9,嫙,0,女旋,旋聲,
U+05ADA,嫚,0,女曼,曼聲,
U+05ADB,嫛,1,殹女,殹聲,
U+05AE0,嫠,8,𠩺女,𠩺聲,
U+05AE2,嫢,1,規女,規聲,
U+05AE3,嫣,0,女焉,焉聲,
