,index,root,inflection,tag,rule,reg
4997,4997,swang,swanged,V;PST,+ed,Regular
4998,4998,revisualize,revisualized,V;PST,+d,Irregular
5003,5003,fustianize,fustianized,V;PST,+d,Irregular
5004,5004,relegitimize,relegitimized,V;PST,+d,Irregular
5010,5010,waul,wauled,V;PST,+ed,Regular
5011,5011,pulpify,pulpified,V;PST,y-ied,Irregular
5012,5012,forwound,forwounded,V;PST,+ed,Regular
5019,5019,cylindrify,cylindrified,V;PST,y-ied,Irregular
5020,5020,totread,totrod,V;PST,special,Irregular
5026,5026,prebuy,prebought,V;PST,special,Irregular
5028,5028,kanoodle,kanoodled,V;PST,+d,Irregular
5032,5032,iodine,iodined,V;PST,+d,Irregular
5033,5033,beknow,beknew,V;PST,special,Irregular
5035,5035,decolorate,decolorated,V;PST,+d,Irregular
5036,5036,unphilosophize,unphilosophized,V;PST,+d,Irregular
5041,5041,holloa,holloaed,V;PST,+ed,Regular
5052,5052,disfavour,disfavoured,V;PST,+ed,Regular
5055,5055,tylerize,tylerized,V;PST,+d,Irregular
5061,5061,rubify,rubified,V;PST,y-ied,Irregular
5062,5062,decentralize,decentralized,V;PST,+d,Irregular
5075,5075,squall,squalled,V;PST,+ed,Regular
5078,5078,atscape,atscaped,V;PST,+d,Irregular
5080,5080,evince,evinced,V;PST,+d,Irregular
5084,5084,destash,destashed,V;PST,+ed,Regular
5094,5094,underdose,underdosed,V;PST,+d,Irregular
5095,5095,veto,vetoed,V;PST,+ed,Regular
5098,5098,bengalize,bengalized,V;PST,+d,Irregular
5100,5100,frondesce,frondesced,V;PST,+d,Irregular
5101,5101,biofilter,biofiltered,V;PST,+ed,Regular
5103,5103,discide,discided,V;PST,+d,Irregular
5114,5114,slighten,slightened,V;PST,+ed,Regular
5116,5116,micronise,micronised,V;PST,+d,Irregular
5122,5122,congratulate,congratulated,V;PST,+d,Irregular
5124,5124,testify,testified,V;PST,y-ied,Irregular
5125,5125,foresense,foresensed,V;PST,+d,Irregular
5128,5128,dismay,dismayed,V;PST,+ed,Regular
5131,5131,coarctate,coarctated,V;PST,+d,Irregular
5143,5143,engolden,engoldened,V;PST,+ed,Regular
5149,5149,difference,differenced,V;PST,+d,Irregular
5158,5158,israelize,israelized,V;PST,+d,Irregular
5162,5162,retighten,retightened,V;PST,+ed,Regular
5168,5168,aspirate,aspirated,V;PST,+d,Irregular
5173,5173,griddle,griddled,V;PST,+d,Irregular
5176,5176,bevoice,bevoiced,V;PST,+d,Irregular
5180,5180,re-use,re-used,V;PST,+d,Irregular
5186,5186,squirr,squirred,V;PST,+ed,Regular
5187,5187,confœderate,confœderated,V;PST,+d,Irregular
5193,5193,presort,presorted,V;PST,+ed,Regular
5196,5196,unswaddle,unswaddled,V;PST,+d,Irregular
5210,5210,kaypoh,kaypohed,V;PST,+ed,Regular
5212,5212,visa,visaed,V;PST,+ed,Regular
5217,5217,cable,cabled,V;PST,+d,Irregular
5218,5218,underplate,underplated,V;PST,+d,Irregular
5220,5220,airdrop,airdropped,V;PST,double spell,Irregular
5222,5222,deport,deported,V;PST,+ed,Regular
5228,5228,leaflet,leafletted,V;PST,double spell,Irregular
5231,5231,stott,stotted,V;PST,+ed,Regular
5235,5235,hotdesk,hotdesked,V;PST,+ed,Regular
5236,5236,homogenize,homogenized,V;PST,+d,Irregular
5237,5237,misset,misset,V;PST,d-t,Irregular
5242,5242,overtreat,overtreated,V;PST,+ed,Regular
5243,5243,snib,snibbed,V;PST,double spell,Irregular
5255,5255,humanitarianize,humanitarianized,V;PST,+d,Irregular
5257,5257,missit,missat,V;PST,special,Irregular
5268,5268,postmodernise,postmodernised,V;PST,+d,Irregular
5272,5272,relitigate,relitigated,V;PST,+d,Irregular
5275,5275,microsoft,microsofted,V;PST,+ed,Regular
5277,5277,awe,awed,V;PST,+d,Irregular
5278,5278,unhusk,unhusked,V;PST,+ed,Regular
5282,5282,evanesce,evanesced,V;PST,+d,Irregular
5285,5285,true,trued,V;PST,+d,Irregular
5291,5291,foreconceive,foreconceived,V;PST,+d,Irregular
5293,5293,hydroxylate,hydroxylated,V;PST,+d,Irregular
5296,5296,gonk,gonked,V;PST,+ed,Regular
5300,5300,wirble,wirbled,V;PST,+d,Irregular
5303,5303,noseride,noserode,V;PST,special,Irregular
5308,5308,overhype,overhyped,V;PST,+d,Irregular
5309,5309,caddie,caddied,V;PST,+d,Irregular
5317,5317,absquatulate,absquatulated,V;PST,+d,Irregular
5322,5322,sphere,sphered,V;PST,+d,Irregular
5326,5326,beshame,beshamed,V;PST,+d,Irregular
5340,5340,inaugur,inaugured,V;PST,+ed,Regular
5342,5342,pultrude,pultruded,V;PST,+d,Irregular
5354,5354,rewed,rewed,V;PST,no change,Irregular
5359,5359,trot,trotted,V;PST,double spell,Irregular
5364,5364,postdate,postdated,V;PST,+d,Irregular
5368,5368,oversystematise,oversystematised,V;PST,+d,Irregular
5371,5371,trank,tranked,V;PST,+ed,Regular
5373,5373,reestate,reestated,V;PST,+d,Irregular
5375,5375,misdial,misdialled,V;PST,double spell,Irregular
5376,5376,extrude,extruded,V;PST,+d,Irregular
5377,5377,cicatrize,cicatrized,V;PST,+d,Irregular
5381,5381,recross,recrossed,V;PST,+ed,Regular
5382,5382,hoard,hoarded,V;PST,+ed,Regular
5383,5383,breakdance,breakdanced,V;PST,+d,Irregular
5384,5384,newmould,newmoulded,V;PST,+ed,Regular
5393,5393,sandpaper,sandpapered,V;PST,+ed,Regular
5395,5395,reinvest,reinvested,V;PST,+ed,Regular
5398,5398,misselect,misselected,V;PST,+ed,Regular
5413,5413,disencharm,disencharmed,V;PST,+ed,Regular
5423,5423,hock,hocked,V;PST,+ed,Regular
5432,5432,mask,masked,V;PST,+ed,Regular
5434,5434,discost,discosted,V;PST,+ed,Regular
5436,5436,ravish,ravished,V;PST,+ed,Regular
5445,5445,reinflame,reinflamed,V;PST,+d,Irregular
5447,5447,adhort,adhorted,V;PST,+ed,Regular
5455,5455,de-palestinianize,de-palestinianized,V;PST,+d,Irregular
5461,5461,cradle,cradled,V;PST,+d,Irregular
5468,5468,hinduize,hinduized,V;PST,+d,Irregular
5478,5478,overshape,overshaped,V;PST,+d,Irregular
5479,5479,upbear,upbore,V;PST,special,Irregular
5481,5481,similarize,similarized,V;PST,+d,Irregular
5484,5484,outcoach,outcoached,V;PST,+ed,Regular
5490,5490,self-right,self-righted,V;PST,+ed,Regular
5505,5505,poss,possed,V;PST,+ed,Regular
5513,5513,smear,smeared,V;PST,+ed,Regular
5520,5520,sloosh,slooshed,V;PST,+ed,Regular
5527,5527,disrupt,disrupted,V;PST,+ed,Regular
5531,5531,delegitimise,delegitimised,V;PST,+d,Irregular
5532,5532,rejoice,rejoiced,V;PST,+d,Irregular
5534,5534,whiplash,whiplashed,V;PST,+ed,Regular
5539,5539,re-educate,re-educated,V;PST,+d,Irregular
5550,5550,unabsolve,unabsolved,V;PST,+d,Irregular
5552,5552,recapitate,recapitated,V;PST,+d,Irregular
5554,5554,dawdle,dawdled,V;PST,+d,Irregular
5566,5566,daydream,daydreamt,V;PST,special,Irregular
5570,5570,lampblack,lampblacked,V;PST,+ed,Regular
5584,5584,weary,wearied,V;PST,y-ied,Irregular
5588,5588,snowflake,snowflaked,V;PST,+d,Irregular
5595,5595,bodycheck,bodychecked,V;PST,+ed,Regular
5597,5597,envenime,envenimed,V;PST,+d,Irregular
5602,5602,scuttle,scuttled,V;PST,+d,Irregular
5605,5605,regruntle,regruntled,V;PST,+d,Irregular
5609,5609,red-card,red-carded,V;PST,+ed,Regular
5610,5610,fanaticise,fanaticised,V;PST,+d,Irregular
5611,5611,harness,harnessed,V;PST,+ed,Regular
5616,5616,unnerstand,unnerstood,V;PST,special,Irregular
5622,5622,deoxygenate,deoxygenated,V;PST,+d,Irregular
5630,5630,cincture,cinctured,V;PST,+d,Irregular
5632,5632,re-up,re-upped,V;PST,double spell,Irregular
5635,5635,philtre,philtred,V;PST,+d,Irregular
5638,5638,reillumine,reillumined,V;PST,+d,Irregular
5641,5641,foreposition,forepositioned,V;PST,+ed,Regular
5646,5646,intrunk,intrunked,V;PST,+ed,Regular
5649,5649,dissimulate,dissimulated,V;PST,+d,Irregular
5652,5652,quintessence,quintessenced,V;PST,+d,Irregular
5655,5655,outsize,outsized,V;PST,+d,Irregular
5663,5663,picturise,picturised,V;PST,+d,Irregular
5664,5664,sloganeer,sloganeered,V;PST,+ed,Regular
5667,5667,teethe,teethed,V;PST,+d,Irregular
5676,5676,timonise,timonised,V;PST,+d,Irregular
5680,5680,soogee,soogeed,V;PST,+d,Irregular
5686,5686,unimpale,unimpaled,V;PST,+d,Irregular
5688,5688,lech,leched,V;PST,+ed,Regular
5694,5694,covary,covaried,V;PST,y-ied,Irregular
5702,5702,opiate,opiated,V;PST,+d,Irregular
5718,5718,befringe,befringed,V;PST,+d,Irregular
5722,5722,unmingle,unmingled,V;PST,+d,Irregular
5726,5726,let,let,V;PST,d-t,Irregular
5730,5730,gnash,gnashed,V;PST,+ed,Regular
5731,5731,deoxidate,deoxidated,V;PST,+d,Irregular
5738,5738,endict,endicted,V;PST,+ed,Regular
5745,5745,climatize,climatized,V;PST,+d,Irregular
5749,5749,overflood,overflooded,V;PST,+ed,Regular
5751,5751,imbosk,imbosked,V;PST,+ed,Regular
5754,5754,ocr,ocred,V;PST,+ed,Regular
5758,5758,gemote,gemoted,V;PST,+d,Irregular
5763,5763,polemicize,polemicized,V;PST,+d,Irregular
5770,5770,bodder,boddered,V;PST,+ed,Regular
5773,5773,enucleate,enucleated,V;PST,+d,Irregular
5777,5777,bluescreen,bluescreened,V;PST,+ed,Regular
5778,5778,rill,rilled,V;PST,+ed,Regular
5779,5779,corrupt,corrupted,V;PST,+ed,Regular
5782,5782,maund,maunded,V;PST,+ed,Regular
5789,5789,chant,chanted,V;PST,+ed,Regular
5804,5804,empearl,empearled,V;PST,+ed,Regular
5806,5806,conciliate,conciliated,V;PST,+d,Irregular
5808,5808,mammer,mammered,V;PST,+ed,Regular
5809,5809,bedizen,bedizened,V;PST,+ed,Regular
5810,5810,aromatise,aromatised,V;PST,+d,Irregular
5815,5815,vitaminise,vitaminised,V;PST,+d,Irregular
5820,5820,outsoar,outsoared,V;PST,+ed,Regular
5821,5821,carboxylate,carboxylated,V;PST,+d,Irregular
5823,5823,encash,encashed,V;PST,+ed,Regular
5829,5829,corrival,corrivalled,V;PST,double spell,Irregular
5842,5842,bash,bashed,V;PST,+ed,Regular
5843,5843,trod,trodded,V;PST,double spell,Irregular
5851,5851,aggregate,aggregated,V;PST,+d,Irregular
5863,5863,resinate,resinated,V;PST,+d,Irregular
5864,5864,misroute,misrouted,V;PST,+d,Irregular
5865,5865,overdub,overdubbed,V;PST,double spell,Irregular
5869,5869,motor,motored,V;PST,+ed,Regular
5870,5870,unswathe,unswathed,V;PST,+d,Irregular
5877,5877,filigree,filigreed,V;PST,+d,Irregular
5879,5879,scrimple,scrimpled,V;PST,+d,Irregular
5880,5880,kick-start,kick-started,V;PST,+ed,Regular
5881,5881,ovalize,ovalized,V;PST,+d,Irregular
5890,5890,lop,lopped,V;PST,double spell,Irregular
5896,5896,envolve,envolved,V;PST,+d,Irregular
5901,5901,envisage,envisaged,V;PST,+d,Irregular
5902,5902,focus,focussed,V;PST,double spell,Irregular
5905,5905,misdevote,misdevoted,V;PST,+d,Irregular
5906,5906,playtest,playtested,V;PST,+ed,Regular
5912,5912,crump,crumped,V;PST,+ed,Regular
5916,5916,relent,relented,V;PST,+ed,Regular
5919,5919,piaffe,piaffeed,V;PST,+ed,Regular
5922,5922,affect,affected,V;PST,+ed,Regular
5925,5925,restrengthen,restrengthened,V;PST,+ed,Regular
5930,5930,overcark,overcarked,V;PST,+ed,Regular
5931,5931,inveigh,inveighed,V;PST,+ed,Regular
5932,5932,confront,confronted,V;PST,+ed,Regular
5938,5938,unchill,unchilled,V;PST,+ed,Regular
5943,5943,atslip,atslope,V;PST,special,Irregular
5967,5967,spank,spanked,V;PST,+ed,Regular
5970,5970,schvitz,schvitzed,V;PST,+ed,Regular
5975,5975,derate,derated,V;PST,+d,Irregular
5982,5982,discolorate,discolorated,V;PST,+d,Irregular
5989,5989,unimagine,unimagined,V;PST,+d,Irregular
5990,5990,desat,desatted,V;PST,double spell,Irregular
5996,5996,interknow,interknew,V;PST,special,Irregular
6000,6000,jaundice,jaundiced,V;PST,+d,Irregular
6008,6008,bride,brided,V;PST,+d,Irregular
6011,6011,dread,dreaded,V;PST,+ed,Regular
6012,6012,highen,highened,V;PST,+ed,Regular
6019,6019,undercook,undercooked,V;PST,+ed,Regular
6033,6033,biotreat,biotreated,V;PST,+ed,Regular
6036,6036,crosskick,crosskicked,V;PST,+ed,Regular
6042,6042,hypothesize,hypothesized,V;PST,+d,Irregular
6048,6048,no-scope,no-scoped,V;PST,+d,Irregular
6051,6051,mooch,mooched,V;PST,+ed,Regular
6054,6054,reconnoitre,reconnoitred,V;PST,+d,Irregular
6056,6056,destinate,destinated,V;PST,+d,Irregular
6082,6082,formylate,formylated,V;PST,+d,Irregular
6083,6083,reenkindle,reenkindled,V;PST,+d,Irregular
6084,6084,tonitruate,tonitruated,V;PST,+d,Irregular
6085,6085,sequence,sequenced,V;PST,+d,Irregular
6087,6087,coin,coined,V;PST,+ed,Regular
6093,6093,impave,impaved,V;PST,+d,Irregular
6095,6095,unbow,unbowed,V;PST,+ed,Regular
6106,6106,copperize,copperized,V;PST,+d,Irregular
6112,6112,dig,dug,V;PST,special,Irregular
6113,6113,verbigerate,verbigerated,V;PST,+d,Irregular
6117,6117,reproof,reproofed,V;PST,+ed,Regular
6118,6118,mee-maw,mee-mawed,V;PST,+ed,Regular
6122,6122,scantle,scantled,V;PST,+d,Irregular
6124,6124,empress,empressed,V;PST,+ed,Regular
6137,6137,whirry,whirried,V;PST,y-ied,Irregular
6142,6142,gowl,gowled,V;PST,+ed,Regular
6168,6168,abject,abjected,V;PST,+ed,Regular
6177,6177,zeolitise,zeolitised,V;PST,+d,Irregular
6181,6181,unfriend,unfriended,V;PST,+ed,Regular
6185,6185,misparse,misparsed,V;PST,+d,Irregular
6192,6192,precalculate,precalculated,V;PST,+d,Irregular
6194,6194,outworth,outworthed,V;PST,+ed,Regular
6198,6198,loosen,loosened,V;PST,+ed,Regular
6210,6210,attenuate,attenuated,V;PST,+d,Irregular
6211,6211,ensoul,ensouled,V;PST,+ed,Regular
6224,6224,jumpstart,jumpstarted,V;PST,+ed,Regular
6229,6229,fizz,fizzed,V;PST,+ed,Regular
6237,6237,chill,chilled,V;PST,+ed,Regular
6242,6242,vignette,vignetted,V;PST,+d,Irregular
6246,6246,optimize,optimized,V;PST,+d,Irregular
6260,6260,entrust,entrusted,V;PST,+ed,Regular
6267,6267,assain,assained,V;PST,+ed,Regular
6281,6281,overlegislate,overlegislated,V;PST,+d,Irregular
6284,6284,disenclose,disenclosed,V;PST,+d,Irregular
6292,6292,happify,happified,V;PST,y-ied,Irregular
6295,6295,modificate,modificated,V;PST,+d,Irregular
6299,6299,procrasturbate,procrasturbated,V;PST,+d,Irregular
6313,6313,'umour,'umoured,V;PST,+ed,Regular
6332,6332,crossclaim,crossclaimed,V;PST,+ed,Regular
6335,6335,gobble,gobbled,V;PST,+d,Irregular
6354,6354,affreight,affreighted,V;PST,+ed,Regular
6355,6355,decitizenize,decitizenized,V;PST,+d,Irregular
6369,6369,overmix,overmixed,V;PST,+ed,Regular
6376,6376,gerbil,gerbilled,V;PST,double spell,Irregular
6378,6378,overbow,overbowed,V;PST,+ed,Regular
6383,6383,gawk,gawked,V;PST,+ed,Regular
6386,6386,oxygenize,oxygenized,V;PST,+d,Irregular
6396,6396,joss,jossed,V;PST,+ed,Regular
6402,6402,outswell,outswelled,V;PST,+ed,Regular
6405,6405,botanise,botanised,V;PST,+d,Irregular
6410,6410,overpluck,overplucked,V;PST,+ed,Regular
6416,6416,outjump,outjumped,V;PST,+ed,Regular
6422,6422,effranchise,effranchised,V;PST,+d,Irregular
6427,6427,downmix,downmixed,V;PST,+ed,Regular
6430,6430,steal,stole,V;PST,special,Irregular
6435,6435,harken,harkened,V;PST,+ed,Regular
6449,6449,hex,hexed,V;PST,+ed,Regular
6452,6452,schlomp,schlomped,V;PST,+ed,Regular
6456,6456,garland,garlanded,V;PST,+ed,Regular
6458,6458,squiggle,squiggled,V;PST,+d,Irregular
6468,6468,lightning,lightninged,V;PST,+ed,Regular
6474,6474,gorge,gorged,V;PST,+d,Irregular
6476,6476,umlaut,umlauted,V;PST,+ed,Regular
6477,6477,recalcine,recalcined,V;PST,+d,Irregular
6478,6478,mindfuck,mindfucked,V;PST,+ed,Regular
6479,6479,misguggle,misguggled,V;PST,+d,Irregular
6486,6486,threpe,threped,V;PST,+d,Irregular
6489,6489,sithe,sithed,V;PST,+d,Irregular
6500,6500,wibble-wobble,wibble-wobbled,V;PST,+d,Irregular
6503,6503,frank,franked,V;PST,+ed,Regular
6512,6512,clutter,cluttered,V;PST,+ed,Regular
6520,6520,impure,impured,V;PST,+d,Irregular
6521,6521,arborise,arborised,V;PST,+d,Irregular
6531,6531,fritter,frittered,V;PST,+ed,Regular
6534,6534,disinterest,disinterested,V;PST,+ed,Regular
6538,6538,outstay,outstayed,V;PST,+ed,Regular
6547,6547,distune,distuned,V;PST,+d,Irregular
6550,6550,86,86ed,V;PST,+ed,Regular
6553,6553,backport,backported,V;PST,+ed,Regular
6554,6554,spet,spetted,V;PST,double spell,Irregular
6560,6560,devive,devived,V;PST,+d,Irregular
6563,6563,cross-foster,cross-fostered,V;PST,+ed,Regular
6576,6576,photobleach,photobleached,V;PST,+ed,Regular
6583,6583,double-dip,double-dipped,V;PST,double spell,Irregular
6586,6586,innodate,innodated,V;PST,+d,Irregular
6589,6589,pepper,peppered,V;PST,+ed,Regular
6593,6593,courtesy,courtesied,V;PST,y-ied,Irregular
6599,6599,shroom,shroomed,V;PST,+ed,Regular
6602,6602,certify,certified,V;PST,y-ied,Irregular
6609,6609,resize,resized,V;PST,+d,Irregular
6611,6611,range,ranged,V;PST,+d,Irregular
6613,6613,outlaw,outlawed,V;PST,+ed,Regular
6621,6621,backscratch,backscratched,V;PST,+ed,Regular
6629,6629,sealift,sealifted,V;PST,+ed,Regular
6631,6631,variegate,variegated,V;PST,+d,Irregular
6637,6637,gnide,gnode,V;PST,special,Irregular
6648,6648,zionize,zionized,V;PST,+d,Irregular
6650,6650,re-aggravate,re-aggravated,V;PST,+d,Irregular
6663,6663,titer,titered,V;PST,+ed,Regular
6667,6667,geck,gecked,V;PST,+ed,Regular
6668,6668,bitt,bitted,V;PST,+ed,Regular
6669,6669,carbon-date,carbon-dated,V;PST,+d,Irregular
6675,6675,tabu,tabued,V;PST,+ed,Regular
6685,6685,acquittance,acquittanced,V;PST,+d,Irregular
6690,6690,derogate,derogated,V;PST,+d,Irregular
6691,6691,reestablish,reestablished,V;PST,+ed,Regular
6694,6694,eclaircise,eclaircised,V;PST,+d,Irregular
6697,6697,offer,offered,V;PST,+ed,Regular
6699,6699,flabbergast,flabbergasted,V;PST,+ed,Regular
6704,6704,slosh,sloshed,V;PST,+ed,Regular
6710,6710,grid,gridded,V;PST,double spell,Irregular
6711,6711,demit,demitted,V;PST,double spell,Irregular
6717,6717,bespawl,bespawled,V;PST,+ed,Regular
6727,6727,bedeck,bedecked,V;PST,+ed,Regular
6735,6735,interchange,interchanged,V;PST,+d,Irregular
6738,6738,wager,wagered,V;PST,+ed,Regular
6750,6750,annalise,annalised,V;PST,+d,Irregular
6755,6755,simmer,simmered,V;PST,+ed,Regular
6761,6761,arterialize,arterialized,V;PST,+d,Irregular
6762,6762,ration,rationed,V;PST,+ed,Regular
6763,6763,scarp,scarped,V;PST,+ed,Regular
6765,6765,intercessionate,intercessionated,V;PST,+d,Irregular
6766,6766,daze,dazed,V;PST,+d,Irregular
6774,6774,school,schooled,V;PST,+ed,Regular
6783,6783,overpart,overparted,V;PST,+ed,Regular
6785,6785,substantialize,substantialized,V;PST,+d,Irregular
6797,6797,expectorate,expectorated,V;PST,+d,Irregular
6809,6809,topinch,topinched,V;PST,+ed,Regular
6810,6810,startscum,startscummed,V;PST,double spell,Irregular
6813,6813,umshade,umshaded,V;PST,+d,Irregular
6815,6815,uphurl,uphurled,V;PST,+ed,Regular
6817,6817,pipelay,pipelayed,V;PST,+ed,Regular
6820,6820,redeconvolve,redeconvolved,V;PST,+d,Irregular
6823,6823,beglitter,beglittered,V;PST,+ed,Regular
6825,6825,debituminize,debituminized,V;PST,+d,Irregular
6830,6830,unfavorite,unfavorited,V;PST,+d,Irregular
6836,6836,maletreat,maletreated,V;PST,+ed,Regular
6842,6842,tide,tided,V;PST,+d,Irregular
6846,6846,evoke,evoked,V;PST,+d,Irregular
6850,6850,humanise,humanised,V;PST,+d,Irregular
6858,6858,matronize,matronized,V;PST,+d,Irregular
6864,6864,shove,shoved,V;PST,+d,Irregular
6872,6872,gloop,glooped,V;PST,+ed,Regular
6874,6874,deliver,delivered,V;PST,+ed,Regular
6883,6883,repaste,repasted,V;PST,+d,Irregular
6909,6909,kick-step,kick-stepped,V;PST,double spell,Irregular
6911,6911,prodigate,prodigated,V;PST,+d,Irregular
6912,6912,federalize,federalized,V;PST,+d,Irregular
6921,6921,outshow,outshowed,V;PST,+ed,Regular
6928,6928,jogtrot,jogtrotted,V;PST,double spell,Irregular
6941,6941,bework,bewrought,V;PST,special,Irregular
6945,6945,prink,prinked,V;PST,+ed,Regular
6951,6951,resay,resaid,V;PST,special,Irregular
6964,6964,minimax,minimaxed,V;PST,+ed,Regular
6969,6969,essentialize,essentialized,V;PST,+d,Irregular
6973,6973,obvert,obverted,V;PST,+ed,Regular
6986,6986,mousle,mousled,V;PST,+d,Irregular
6998,6998,bedeem,bedeemed,V;PST,+ed,Regular
7001,7001,rivet,rivetted,V;PST,double spell,Irregular
7003,7003,plummet,plummetted,V;PST,double spell,Irregular
7008,7008,belute,beluted,V;PST,+d,Irregular
7014,7014,sipple,sippled,V;PST,+d,Irregular
7017,7017,glaunce,glaunced,V;PST,+d,Irregular
7025,7025,slive,slove,V;PST,special,Irregular
7026,7026,fibrize,fibrized,V;PST,+d,Irregular
7029,7029,merrow,merrowed,V;PST,+ed,Regular
7053,7053,tyne,tyned,V;PST,+d,Irregular
7056,7056,untongue,untongued,V;PST,+d,Irregular
7061,7061,duff,duffed,V;PST,+ed,Regular
7065,7065,out-guess,out-guessed,V;PST,+ed,Regular
7070,7070,stallfeed,stallfed,V;PST,special,Irregular
7071,7071,slump,slumped,V;PST,+ed,Regular
7073,7073,disarrange,disarranged,V;PST,+d,Irregular
7078,7078,editionalize,editionalized,V;PST,+d,Irregular
7087,7087,intro,introed,V;PST,+ed,Regular
7093,7093,fool,fooled,V;PST,+ed,Regular
7105,7105,ruggedize,ruggedized,V;PST,+d,Irregular
7109,7109,vasodilate,vasodilated,V;PST,+d,Irregular
7117,7117,coll,colled,V;PST,+ed,Regular
7119,7119,zombify,zombified,V;PST,y-ied,Irregular
7122,7122,outcrop,outcropped,V;PST,double spell,Irregular
7123,7123,mind,minded,V;PST,+ed,Regular
7125,7125,rehem,rehemmed,V;PST,double spell,Irregular
7128,7128,pech,peched,V;PST,+ed,Regular
7129,7129,keeve,keeved,V;PST,+d,Irregular
7137,7137,remuddle,remuddled,V;PST,+d,Irregular
7145,7145,write,wrote,V;PST,special,Irregular
7146,7146,uprear,upreared,V;PST,+ed,Regular
7153,7153,shritch,shritched,V;PST,+ed,Regular
7160,7160,don,donned,V;PST,double spell,Irregular
7163,7163,cozen,cozened,V;PST,+ed,Regular
7166,7166,pronounce,pronounced,V;PST,+d,Irregular
7169,7169,baggs,baggsed,V;PST,+ed,Regular
7181,7181,zeroize,zeroized,V;PST,+d,Irregular
7191,7191,genealogize,genealogized,V;PST,+d,Irregular
7193,7193,kafirize,kafirized,V;PST,+d,Irregular
7194,7194,waller,wallered,V;PST,+ed,Regular
7198,7198,discuss,discussed,V;PST,+ed,Regular
7201,7201,exsufflate,exsufflated,V;PST,+d,Irregular
7202,7202,whiten,whitened,V;PST,+ed,Regular
7204,7204,ripple,rippled,V;PST,+d,Irregular
7206,7206,allocute,allocuted,V;PST,+d,Irregular
7211,7211,dissave,dissaved,V;PST,+d,Irregular
7212,7212,applicate,applicated,V;PST,+d,Irregular
7217,7217,belirt,belirted,V;PST,+ed,Regular
7223,7223,re-echo,re-echoed,V;PST,+ed,Regular
7230,7230,dualise,dualised,V;PST,+d,Irregular
7238,7238,butle,butled,V;PST,+d,Irregular
7246,7246,diss,dissed,V;PST,+ed,Regular
7262,7262,uncapitalize,uncapitalized,V;PST,+d,Irregular
7267,7267,decoy,decoyed,V;PST,+ed,Regular
7270,7270,spark,sparked,V;PST,+ed,Regular
7271,7271,disappropriate,disappropriated,V;PST,+d,Irregular
7274,7274,euthanize,euthanized,V;PST,+d,Irregular
7277,7277,oversway,overswayed,V;PST,+ed,Regular
7287,7287,fret,fret,V;PST,d-t,Irregular
7304,7304,deromanticize,deromanticized,V;PST,+d,Irregular
7306,7306,tarnish,tarnished,V;PST,+ed,Regular
7307,7307,spoom,spoomed,V;PST,+ed,Regular
7311,7311,mortice,morticed,V;PST,+d,Irregular
7313,7313,enjoin,enjoined,V;PST,+ed,Regular
7319,7319,hum,hummed,V;PST,double spell,Irregular
7322,7322,ankylose,ankylosed,V;PST,+d,Irregular
7323,7323,sanguify,sanguified,V;PST,y-ied,Irregular
7330,7330,chilltime,chilltimed,V;PST,+d,Irregular
7335,7335,beeswax,beeswaxed,V;PST,+ed,Regular
7340,7340,shuggle,shuggled,V;PST,+d,Irregular
7342,7342,navvy,navvied,V;PST,y-ied,Irregular
7345,7345,alkalify,alkalified,V;PST,y-ied,Irregular
7347,7347,unmoor,unmoored,V;PST,+ed,Regular
7353,7353,affrighten,affrightened,V;PST,+ed,Regular
7355,7355,reblock,reblocked,V;PST,+ed,Regular
7362,7362,kerb,kerbed,V;PST,+ed,Regular
7363,7363,keak,keaked,V;PST,+ed,Regular
7366,7366,pamphleteer,pamphleteered,V;PST,+ed,Regular
7373,7373,precum,precummed,V;PST,double spell,Irregular
7379,7379,recoat,recoated,V;PST,+ed,Regular
7394,7394,something,somethinged,V;PST,+ed,Regular
7395,7395,recap,recapped,V;PST,double spell,Irregular
7396,7396,supercede,superceded,V;PST,+d,Irregular
7401,7401,seajack,seajacked,V;PST,+ed,Regular
7402,7402,ware,wared,V;PST,+d,Irregular
7415,7415,treadle,treadled,V;PST,+d,Irregular
7419,7419,uproot,uprooted,V;PST,+ed,Regular
7423,7423,dele,deled,V;PST,+d,Irregular
7434,7434,traject,trajected,V;PST,+ed,Regular
7435,7435,tincture,tinctured,V;PST,+d,Irregular
7439,7439,tump,tumped,V;PST,+ed,Regular
7440,7440,skinny-dip,skinny-dipped,V;PST,double spell,Irregular
7442,7442,myelinate,myelinated,V;PST,+d,Irregular
7444,7444,dementalize,dementalized,V;PST,+d,Irregular
7445,7445,rechase,rechased,V;PST,+d,Irregular
7446,7446,jeopard,jeoparded,V;PST,+ed,Regular
7448,7448,scrabble,scrabbled,V;PST,+d,Irregular
7458,7458,oversalt,oversalted,V;PST,+ed,Regular
7466,7466,preformat,preformatted,V;PST,double spell,Irregular
7471,7471,dealbate,dealbated,V;PST,+d,Irregular
7476,7476,undumpish,undumpished,V;PST,+ed,Regular
7478,7478,anger,angered,V;PST,+ed,Regular
7480,7480,underdig,underdug,V;PST,special,Irregular
7481,7481,retrain,retrained,V;PST,+ed,Regular
7487,7487,overtempt,overtempted,V;PST,+ed,Regular
7488,7488,mislocate,mislocated,V;PST,+d,Irregular
7500,7500,left-click,left-clicked,V;PST,+ed,Regular
