	Index	root	inflection	tag	rule	reg	diff	count	each count
5346	5346	intumesce	intumesces	V;3;SG;PRS	+s	Regular	-s	1842	1842
5347	5347	absolutise	absolutised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5348	5348	departmentalize	departmentalize	V;NFIN	no change	Regular	-	2035	2008
5349	5349	behead	beheads	V;3;SG;PRS	+s	Regular	-s	1842	1842
5350	5350	mellow	mellows	V;3;SG;PRS	+s	Regular	-s	1842	1842
5351	5351	sterilize	sterilize	V;NFIN	no change	Regular	-	2035	2008
5352	5352	criticize	criticizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5353	5353	outgas	outgas	V;NFIN	no change	Regular	-	2035	2008
5354	5354	rewed	rewed	V;PST	no change	Irregular	-	2035	14
5355	5355	check-call	check-call	V;NFIN	no change	Regular	-	2035	2008
5356	5356	tweep	tweeps	V;3;SG;PRS	+s	Regular	-s	1842	1842
5357	5357	dealkylate	dealkylating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5358	5358	lucubrate	lucubrates	V;3;SG;PRS	+s	Regular	-s	1842	1842
5359	5359	trot	trotted	V;PST	double spell	Irregular	-ted	43	23
5360	5360	blackboard	blackboard	V;NFIN	no change	Regular	-	2035	2008
5361	5361	manace	manace	V;NFIN	no change	Regular	-	2035	2008
5362	5362	banquet	banquets	V;3;SG;PRS	+s	Regular	-s	1842	1842
5363	5363	snavel	snavels	V;3;SG;PRS	+s	Regular	-s	1842	1842
5364	5364	postdate	postdated	V;PST	+d	Irregular	-d	1718	856
5365	5365	resin	resins	V;3;SG;PRS	+s	Regular	-s	1842	1842
5366	5366	crosscheck	crosschecking	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5367	5367	autodelete	autodelete	V;NFIN	no change	Regular	-	2035	2008
5368	5368	oversystematise	oversystematised	V;PST	+d	Irregular	-d	1718	856
5369	5369	overdress	overdressing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5370	5370	surfle	surfling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5371	5371	trank	tranked	V;PST	+ed	Regular	-ed	1605	817
5372	5372	outmanœuvre	outmanœuvring	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5373	5373	reestate	reestated	V;PST	+d	Irregular	-d	1718	856
5374	5374	star	stars	V;3;SG;PRS	+s	Regular	-s	1842	1842
5375	5375	misdial	misdialled	V;PST	double spell	Irregular	-led	47	20
5376	5376	extrude	extruded	V;PST	+d	Irregular	-d	1718	856
5377	5377	cicatrize	cicatrized	V;PST	+d	Irregular	-d	1718	856
5378	5378	detartrate	detartrate	V;NFIN	no change	Regular	-	2035	2008
5379	5379	fistbump	fistbumping	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5380	5380	parable	parabling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5381	5381	recross	recrossed	V;PST	+ed	Regular	-ed	1605	817
5382	5382	hoard	hoarded	V;PST	+ed	Regular	-ed	1605	817
5383	5383	breakdance	breakdanced	V;PST	+d	Irregular	-d	1718	856
5384	5384	newmould	newmoulded	V;PST	+ed	Regular	-ed	1605	817
5385	5385	steward	stewards	V;3;SG;PRS	+s	Regular	-s	1842	1842
5386	5386	pompador	pompadoring	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5387	5387	arsle	arsled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5388	5388	messenger	messengering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5389	5389	rechase	rechase	V;NFIN	no change	Regular	-	2035	2008
5390	5390	focalize	focalizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
5391	5391	overwrap	overwrap	V;NFIN	no change	Regular	-	2035	2008
5392	5392	spitchcock	spitchcock	V;NFIN	no change	Regular	-	2035	2008
5393	5393	sandpaper	sandpapered	V;PST	+ed	Regular	-ed	1605	817
5394	5394	speedskate	speedskate	V;NFIN	no change	Regular	-	2035	2008
5395	5395	reinvest	reinvested	V;PST	+ed	Regular	-ed	1605	817
5396	5396	fenestrate	fenestrates	V;3;SG;PRS	+s	Regular	-s	1842	1842
5397	5397	sympathize	sympathizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5398	5398	misselect	misselected	V;PST	+ed	Regular	-ed	1605	817
5399	5399	cuckold	cuckolded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5400	5400	deceave	deceaved	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5401	5401	descreen	descreen	V;NFIN	no change	Regular	-	2035	2008
5402	5402	whet	whetting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
5403	5403	blet	blets	V;3;SG;PRS	+s	Regular	-s	1842	1842
5404	5404	pickeer	pickeering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5405	5405	unglorify	unglorified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
5406	5406	remate	remating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5407	5407	slouch	slouching	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5408	5408	skate	skated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5409	5409	graunt	graunts	V;3;SG;PRS	+s	Regular	-s	1842	1842
5410	5410	platinate	platinating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5411	5411	replumb	replumbing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5412	5412	placeshift	placeshifting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5413	5413	disencharm	disencharmed	V;PST	+ed	Regular	-ed	1605	817
5414	5414	misdiagnose	misdiagnosed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5415	5415	retender	retenders	V;3;SG;PRS	+s	Regular	-s	1842	1842
5416	5416	bedew	bedewed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5417	5417	clearstarch	clearstarched	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5418	5418	asseverate	asseverate	V;NFIN	no change	Regular	-	2035	2008
5419	5419	daintify	daintified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
5420	5420	humblebrag	humblebragging	V;V.PTCP;PRS	double spell	Irregular	-ging	17	17
5421	5421	dim	dimming	V;V.PTCP;PRS	double spell	Irregular	-ming	12	12
5422	5422	co-parent	co-parented	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5423	5423	hock	hocked	V;PST	+ed	Regular	-ed	1605	817
5424	5424	wonder	wonders	V;3;SG;PRS	+s	Regular	-s	1842	1842
5425	5425	herye	heryed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5426	5426	deracialise	deracialises	V;3;SG;PRS	+s	Regular	-s	1842	1842
5427	5427	stodge	stodge	V;NFIN	no change	Regular	-	2035	2008
5428	5428	bespeckle	bespeckling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5429	5429	uniformise	uniformise	V;NFIN	no change	Regular	-	2035	2008
5430	5430	behest	behests	V;3;SG;PRS	+s	Regular	-s	1842	1842
5431	5431	turpentine	turpentined	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5432	5432	mask	masked	V;PST	+ed	Regular	-ed	1605	817
5433	5433	afford	affording	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5434	5434	discost	discosted	V;PST	+ed	Regular	-ed	1605	817
5435	5435	misplease	mispleases	V;3;SG;PRS	+s	Regular	-s	1842	1842
5436	5436	ravish	ravished	V;PST	+ed	Regular	-ed	1605	817
5437	5437	kick-step	kick-steps	V;3;SG;PRS	+s	Regular	-s	1842	1842
5438	5438	ret	ret	V;NFIN	no change	Regular	-	2035	2008
5439	5439	responsibilize	responsibilized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5440	5440	double-click	double-click	V;NFIN	no change	Regular	-	2035	2008
5441	5441	bethrust	bethrust	V;NFIN	no change	Regular	-	2035	2008
5442	5442	drape	draped	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5443	5443	abear	abear	V;NFIN	no change	Regular	-	2035	2008
5444	5444	squit	squit	V;NFIN	no change	Regular	-	2035	2008
5445	5445	reinflame	reinflamed	V;PST	+d	Irregular	-d	1718	856
5446	5446	beshite	beshiting	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5447	5447	adhort	adhorted	V;PST	+ed	Regular	-ed	1605	817
5448	5448	abreact	abreacted	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5449	5449	swat	swats	V;3;SG;PRS	+s	Regular	-s	1842	1842
5450	5450	missionise	missionised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5451	5451	cerebralise	cerebralised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5452	5452	sluggardize	sluggardizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5453	5453	enambush	enambushed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5454	5454	concamerate	concamerates	V;3;SG;PRS	+s	Regular	-s	1842	1842
5455	5455	de-palestinianize	de-palestinianized	V;PST	+d	Irregular	-d	1718	856
5456	5456	discoure	discoures	V;3;SG;PRS	+s	Regular	-s	1842	1842
5457	5457	abnormalise	abnormalises	V;3;SG;PRS	+s	Regular	-s	1842	1842
5458	5458	bethank	bethank	V;NFIN	no change	Regular	-	2035	2008
5459	5459	rind	rind	V;NFIN	no change	Regular	-	2035	2008
5460	5460	rejoin	rejoins	V;3;SG;PRS	+s	Regular	-s	1842	1842
5461	5461	cradle	cradled	V;PST	+d	Irregular	-d	1718	856
5462	5462	reincite	reinciting	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5463	5463	demorify	demorified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
5464	5464	perchlorinate	perchlorinate	V;NFIN	no change	Regular	-	2035	2008
5465	5465	unspit	unspit	V;NFIN	no change	Regular	-	2035	2008
5466	5466	bolt	bolts	V;3;SG;PRS	+s	Regular	-s	1842	1842
5467	5467	habituate	habituated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5468	5468	hinduize	hinduized	V;PST	+d	Irregular	-d	1718	856
5469	5469	flunk	flunked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5470	5470	elenchize	elenchize	V;NFIN	no change	Regular	-	2035	2008
5471	5471	fist-fuck	fist-fucking	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5472	5472	dogsit	dogsit	V;NFIN	no change	Regular	-	2035	2008
5473	5473	short-list	short-listing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5474	5474	lilt	lilt	V;NFIN	no change	Regular	-	2035	2008
5475	5475	sophonsify	sophonsified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
5476	5476	derange	deranging	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5477	5477	spurtle	spurtled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5478	5478	overshape	overshaped	V;PST	+d	Irregular	-d	1718	856
5479	5479	upbear	upbore	V;PST	special	Irregular	ear-ore	3	3
5480	5480	impolder	impoldering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5481	5481	similarize	similarized	V;PST	+d	Irregular	-d	1718	856
5482	5482	botanize	botanize	V;NFIN	no change	Regular	-	2035	2008
5483	5483	pech	peching	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5484	5484	outcoach	outcoached	V;PST	+ed	Regular	-ed	1605	817
5485	5485	bedash	bedash	V;NFIN	no change	Regular	-	2035	2008
5486	5486	humble	humbled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5487	5487	downzone	downzoning	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5488	5488	misrender	misrendered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5489	5489	discalceate	discalceated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5490	5490	self-right	self-righted	V;PST	+ed	Regular	-ed	1605	817
5491	5491	excarnificate	excarnificating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5492	5492	hawm	hawming	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5493	5493	sandwich	sandwiches	V;3;SG;PRS	+es	Irregular	-es	103	103
5494	5494	firewall	firewalls	V;3;SG;PRS	+s	Regular	-s	1842	1842
5495	5495	rag	ragging	V;V.PTCP;PRS	double spell	Irregular	-ging	17	17
5496	5496	azotise	azotises	V;3;SG;PRS	+s	Regular	-s	1842	1842
5497	5497	copyfight	copyfought	V;V.PTCP;PST	special	Irregular	ight-ought	5	1
5498	5498	globalize	globalize	V;NFIN	no change	Regular	-	2035	2008
5499	5499	horsecollar	horsecollaring	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5500	5500	parrock	parrocks	V;3;SG;PRS	+s	Regular	-s	1842	1842
5501	5501	exoticize	exoticizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5502	5502	repaper	repapers	V;3;SG;PRS	+s	Regular	-s	1842	1842
5503	5503	transform	transforming	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5504	5504	overidentify	overidentify	V;NFIN	no change	Regular	-	2035	2008
5505	5505	poss	possed	V;PST	+ed	Regular	-ed	1605	817
5506	5506	journey	journeyed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5507	5507	spurtle	spurtle	V;NFIN	no change	Regular	-	2035	2008
5508	5508	quintessentialize	quintessentialized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5509	5509	backstroke	backstrokes	V;3;SG;PRS	+s	Regular	-s	1842	1842
5510	5510	jack-knife	jack-knife	V;NFIN	no change	Regular	-	2035	2008
5511	5511	mature	matured	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5512	5512	rotovate	rotovate	V;NFIN	no change	Regular	-	2035	2008
5513	5513	smear	smeared	V;PST	+ed	Regular	-ed	1605	817
5514	5514	raspberry	raspberrying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5515	5515	reexit	reexited	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5516	5516	blowe	blowes	V;3;SG;PRS	+s	Regular	-s	1842	1842
5517	5517	napoo	napoos	V;3;SG;PRS	+s	Regular	-s	1842	1842
5518	5518	destandardize	destandardized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5519	5519	unburden	unburdens	V;3;SG;PRS	+s	Regular	-s	1842	1842
5520	5520	sloosh	slooshed	V;PST	+ed	Regular	-ed	1605	817
5521	5521	peel	peel	V;NFIN	no change	Regular	-	2035	2008
5522	5522	overlinger	overlingered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5523	5523	uphilt	uphilt	V;NFIN	no change	Regular	-	2035	2008
5524	5524	enfree	enfree	V;NFIN	no change	Regular	-	2035	2008
5525	5525	minuet	minueting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5526	5526	spell	spelt	V;V.PTCP;PST	special	Irregular	l-t	3	1
5527	5527	disrupt	disrupted	V;PST	+ed	Regular	-ed	1605	817
5528	5528	pur	purring	V;V.PTCP;PRS	double spell	Irregular	-ring	9	9
5529	5529	enisle	enisles	V;3;SG;PRS	+s	Regular	-s	1842	1842
5530	5530	gorge	gorge	V;NFIN	no change	Regular	-	2035	2008
5531	5531	delegitimise	delegitimised	V;PST	+d	Irregular	-d	1718	856
5532	5532	rejoice	rejoiced	V;PST	+d	Irregular	-d	1718	856
5533	5533	coalite	coalite	V;NFIN	no change	Regular	-	2035	2008
5534	5534	whiplash	whiplashed	V;PST	+ed	Regular	-ed	1605	817
5535	5535	totalize	totalize	V;NFIN	no change	Regular	-	2035	2008
5536	5536	conceipt	conceipts	V;3;SG;PRS	+s	Regular	-s	1842	1842
5537	5537	attrit	attrits	V;3;SG;PRS	+s	Regular	-s	1842	1842
5538	5538	masker	maskered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5539	5539	re-educate	re-educated	V;PST	+d	Irregular	-d	1718	856
5540	5540	bemad	bemads	V;3;SG;PRS	+s	Regular	-s	1842	1842
5541	5541	seine	seine	V;NFIN	no change	Regular	-	2035	2008
5542	5542	tempre	tempring	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5543	5543	beward	bewarding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5544	5544	damaskeen	damaskeens	V;3;SG;PRS	+s	Regular	-s	1842	1842
5545	5545	glent	glents	V;3;SG;PRS	+s	Regular	-s	1842	1842
5546	5546	solace	solaces	V;3;SG;PRS	+s	Regular	-s	1842	1842
5547	5547	reinjure	reinjured	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5548	5548	sard	sards	V;3;SG;PRS	+s	Regular	-s	1842	1842
5549	5549	promo	promoed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5550	5550	unabsolve	unabsolved	V;PST	+d	Irregular	-d	1718	856
5551	5551	demonise	demonised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5552	5552	recapitate	recapitated	V;PST	+d	Irregular	-d	1718	856
5553	5553	smelt	smelting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5554	5554	dawdle	dawdled	V;PST	+d	Irregular	-d	1718	856
5555	5555	untabify	untabifies	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
5556	5556	uncook	uncook	V;NFIN	no change	Regular	-	2035	2008
5557	5557	cycloisomerize	cycloisomerized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5558	5558	favourite	favourited	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5559	5559	release	released	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5560	5560	stomp	stomps	V;3;SG;PRS	+s	Regular	-s	1842	1842
5561	5561	clutter	cluttering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5562	5562	sclerotise	sclerotising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5563	5563	ratiocinate	ratiocinate	V;NFIN	no change	Regular	-	2035	2008
5564	5564	shank	shanked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5565	5565	gryde	gryding	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5566	5566	daydream	daydreamt	V;PST	special	Irregular	-t	11	5
5567	5567	scaffold	scaffolding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5568	5568	crappify	crappify	V;NFIN	no change	Regular	-	2035	2008
5569	5569	ban	bans	V;3;SG;PRS	+s	Regular	-s	1842	1842
5570	5570	lampblack	lampblacked	V;PST	+ed	Regular	-ed	1605	817
5571	5571	unsister	unsister	V;NFIN	no change	Regular	-	2035	2008
5572	5572	dilacerate	dilacerating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5573	5573	phosphorize	phosphorized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5574	5574	outfrown	outfrowned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5575	5575	pasture	pasture	V;NFIN	no change	Regular	-	2035	2008
5576	5576	renate	renate	V;NFIN	no change	Regular	-	2035	2008
5577	5577	smear	smeared	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5578	5578	rendition	renditioning	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5579	5579	cyberise	cyberised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5580	5580	re-evaluate	re-evaluated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5581	5581	niche	niches	V;3;SG;PRS	+s	Regular	-s	1842	1842
5582	5582	institutionalize	institutionalized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5583	5583	jiggle	jiggled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5584	5584	weary	wearied	V;PST	y-ied	Irregular	y-ied	145	79
5585	5585	fid	fiding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5586	5586	miff	miffs	V;3;SG;PRS	+s	Regular	-s	1842	1842
5587	5587	elder	eldered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5588	5588	snowflake	snowflaked	V;PST	+d	Irregular	-d	1718	856
5589	5589	bemourn	bemourns	V;3;SG;PRS	+s	Regular	-s	1842	1842
5590	5590	missay	missays	V;3;SG;PRS	+s	Regular	-s	1842	1842
5591	5591	input	input	V;NFIN	no change	Regular	-	2035	2008
5592	5592	squib	squib	V;NFIN	no change	Regular	-	2035	2008
5593	5593	waitress	waitresses	V;3;SG;PRS	+es	Irregular	-es	103	103
5594	5594	overvote	overvoted	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5595	5595	bodycheck	bodychecked	V;PST	+ed	Regular	-ed	1605	817
5596	5596	feast	feasting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5597	5597	envenime	envenimed	V;PST	+d	Irregular	-d	1718	856
5598	5598	umlaut	umlauting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5599	5599	foreshow	foreshown	V;V.PTCP;PST	special	Irregular	-n	19	19
5600	5600	garrot	garrot	V;NFIN	no change	Regular	-	2035	2008
5601	5601	memorize	memorizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5602	5602	scuttle	scuttled	V;PST	+d	Irregular	-d	1718	856
5603	5603	spawl	spawling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5604	5604	grammaticize	grammaticized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5605	5605	regruntle	regruntled	V;PST	+d	Irregular	-d	1718	856
5606	5606	noy	noys	V;3;SG;PRS	+s	Regular	-s	1842	1842
5607	5607	t-bone	t-boning	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5608	5608	ad-lib	ad-lib	V;NFIN	no change	Regular	-	2035	2008
5609	5609	red-card	red-carded	V;PST	+ed	Regular	-ed	1605	817
5610	5610	fanaticise	fanaticised	V;PST	+d	Irregular	-d	1718	856
5611	5611	harness	harnessed	V;PST	+ed	Regular	-ed	1605	817
5612	5612	unwriggle	unwriggling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5613	5613	gorge	gorged	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5614	5614	overtax	overtax	V;NFIN	no change	Regular	-	2035	2008
5615	5615	allergise	allergising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5616	5616	unnerstand	unnerstood	V;PST	special	Irregular	an-oo	2	1
5617	5617	side-foot	side-foot	V;NFIN	no change	Regular	-	2035	2008
5618	5618	brustle	brustle	V;NFIN	no change	Regular	-	2035	2008
5619	5619	forcut	forcutting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
5620	5620	rechoreograph	rechoreographs	V;3;SG;PRS	+s	Regular	-s	1842	1842
5621	5621	excerpt	excerpt	V;NFIN	no change	Regular	-	2035	2008
5622	5622	deoxygenate	deoxygenated	V;PST	+d	Irregular	-d	1718	856
5623	5623	earnest	earnest	V;NFIN	no change	Regular	-	2035	2008
5624	5624	slingshoot	slingshooting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5625	5625	thole	tholing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5626	5626	spur	spurred	V;V.PTCP;PST	double spell	Irregular	-red	18	12
5627	5627	preschool	preschooling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5628	5628	redd	redds	V;3;SG;PRS	+s	Regular	-s	1842	1842
5629	5629	irrugate	irrugated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5630	5630	cincture	cinctured	V;PST	+d	Irregular	-d	1718	856
5631	5631	sham	sham	V;NFIN	no change	Regular	-	2035	2008
5632	5632	re-up	re-upped	V;PST	double spell	Irregular	-ped	54	26
5633	5633	uncrown	uncrowns	V;3;SG;PRS	+s	Regular	-s	1842	1842
5634	5634	specialise	specialises	V;3;SG;PRS	+s	Regular	-s	1842	1842
5635	5635	philtre	philtred	V;PST	+d	Irregular	-d	1718	856
5636	5636	mormonize	mormonizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5637	5637	fap	fapped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
5638	5638	reillumine	reillumined	V;PST	+d	Irregular	-d	1718	856
5639	5639	scarf	scarfing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5640	5640	desulfurate	desulfurate	V;NFIN	no change	Regular	-	2035	2008
5641	5641	foreposition	forepositioned	V;PST	+ed	Regular	-ed	1605	817
5642	5642	adpress	adpressing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5643	5643	rejolt	rejolting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5644	5644	overpot	overpotted	V;V.PTCP;PST	double spell	Irregular	-ted	43	20
5645	5645	sixty-nine	sixty-nine	V;NFIN	no change	Regular	-	2035	2008
5646	5646	intrunk	intrunked	V;PST	+ed	Regular	-ed	1605	817
5647	5647	passivize	passivized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5648	5648	garble	garbling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5649	5649	dissimulate	dissimulated	V;PST	+d	Irregular	-d	1718	856
5650	5650	bilocate	bilocate	V;NFIN	no change	Regular	-	2035	2008
5651	5651	hedgehop	hedgehopping	V;V.PTCP;PRS	double spell	Irregular	-ping	30	30
5652	5652	quintessence	quintessenced	V;PST	+d	Irregular	-d	1718	856
5653	5653	super	supers	V;3;SG;PRS	+s	Regular	-s	1842	1842
5654	5654	chaperon	chaperon	V;NFIN	no change	Regular	-	2035	2008
5655	5655	outsize	outsized	V;PST	+d	Irregular	-d	1718	856
5656	5656	sow	sown	V;V.PTCP;PST	special	Irregular	-n	19	19
5657	5657	pussyfoot	pussyfoot	V;NFIN	no change	Regular	-	2035	2008
5658	5658	reform	reforms	V;3;SG;PRS	+s	Regular	-s	1842	1842
5659	5659	souse	souses	V;3;SG;PRS	+s	Regular	-s	1842	1842
5660	5660	disgrace	disgraced	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5661	5661	regrease	regreases	V;3;SG;PRS	+s	Regular	-s	1842	1842
5662	5662	tough	tough	V;NFIN	no change	Regular	-	2035	2008
5663	5663	picturise	picturised	V;PST	+d	Irregular	-d	1718	856
5664	5664	sloganeer	sloganeered	V;PST	+ed	Regular	-ed	1605	817
5665	5665	rine	rining	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5666	5666	mutiny	mutinying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
5667	5667	teethe	teethed	V;PST	+d	Irregular	-d	1718	856
5668	5668	de-muslimise	de-muslimising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5669	5669	beast	beast	V;NFIN	no change	Regular	-	2035	2008
5670	5670	equiparate	equiparating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5671	5671	allegorize	allegorizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
5672	5672	sugar-coat	sugar-coated	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
5673	5673	resign	resigns	V;3;SG;PRS	+s	Regular	-s	1842	1842
5674	5674	redenominate	redenominated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5675	5675	storm	storm	V;NFIN	no change	Regular	-	2035	2008
5676	5676	timonise	timonised	V;PST	+d	Irregular	-d	1718	856
5677	5677	sanctificate	sanctificated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5678	5678	bewelcome	bewelcomed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5679	5679	interlope	interloped	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5680	5680	soogee	soogeed	V;PST	+d	Irregular	-d	1718	856
5681	5681	lawyer	lawyers	V;3;SG;PRS	+s	Regular	-s	1842	1842
5682	5682	housemaid	housemaids	V;3;SG;PRS	+s	Regular	-s	1842	1842
5683	5683	blive	blive	V;NFIN	no change	Regular	-	2035	2008
5684	5684	linearize	linearized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
5685	5685	salve	salves	V;3;SG;PRS	+s	Regular	-s	1842	1842
